algo_tag,algo,FND,HND,LND,func_life_pdr85,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed
SHEER,SHEER,1312,1325,7268,300,23481,90264,0.7398630683328902,0.2601369316671098,0.8791458904212149,0.8106316130378214,0.0007482506037316751,36754.54045129334,2.029719317556412,3.3693288584008174,1.0,2340,15162,18,0,0,39033000,7268,42
ACTAR,ACTAR,812,928,6214,300,22671,89216,0.7458863880918221,0.25411361190817794,0.8907055376061311,0.8190144867644973,0.0007510323336527168,42835.53266816865,1.9724814934019954,4.177187201454981,1.6289127657975806,1935,16800,19,0,0,37925400,6214,42
TFSM_DPC,TFSM_DPC,692,1199,4640,300,21761,85270,0.7447988741644189,0.2552011258355811,0.8935583932985875,0.8265355878616648,0.0007852304968211176,54749.137931034486,2.5,5.589724567852422,1.736431057015541,1391,15637,25,0,0,36425800,4640,42
DST_WOA,DST_WOA,752,1585,6106,300,23228,92588,0.7491251566077678,0.2508748433922322,0.911260092272203,0.8402267295504581,0.0007205187702613987,45437.27481166066,1.898951850638716,5.788994431706522,1.227249134948097,1534,13446,24,0,0,39384600,6106,42
TRAIL,TRAIL,543,946,9683,918,20120,89305,0.7747046637926208,0.22529533620737918,0.9336416853364169,0.878856199750496,0.0007223571184959434,28579.98554167097,1.7246721057523495,3.9937584454532216,1.1589506395895064,2558,8853,30,0,0,39084000,9683,42
SHEER,SHEER,1351,1363,10750,304,21183,87805,0.7587495017368031,0.2412504982631969,0.891087028308967,0.8280814313803799,0.0007501401831593558,24789.581395348836,1.7044651162790698,2.500267663344409,1.0,3336,13423,20,0,0,38797000,10750,43
ACTAR,ACTAR,869,973,7349,300,21968,87548,0.7490747932562708,0.2509252067437292,0.8967978042086002,0.8183584518231106,0.0007620878836817292,35694.65233365084,1.8979452986800924,3.1170359314035316,1.6335925587069229,2371,17501,17,0,0,37571800,7349,43
TFSM_DPC,TFSM_DPC,672,1159,6570,300,20723,83661,0.7522979644039636,0.24770203559603643,0.9067336108551273,0.8343123663324512,0.0007908732138682021,38318.41704718417,2.094063926940639,4.014117236038403,1.7596523562871398,1966,14779,26,0,0,36228200,6570,43
DST_WOA,DST_WOA,694,1490,7631,300,20969,90311,0.7678134446523679,0.2321865553476321,0.9116120100372069,0.8545840605878664,0.0007207230401341472,36347.52981260647,1.7443323286594155,4.555554099506401,1.2454068241469816,1975,12954,23,0,0,38796400,7631,43
TRAIL,TRAIL,452,988,11319,962,19276,88529,0.7822634390990523,0.21773656090094773,0.9423562878142463,0.8883042641420563,0.0007215670287616161,24473.18667726831,1.6319462850075095,3.4548387918782835,1.1990527486173883,2977,8114,30,0,0,39120400,11319,43
SHEER,SHEER,1265,1278,9158,300,21421,89132,0.7596710496791276,0.24032895032087243,0.9061747721935874,0.8363620858891783,0.0007380782557038079,29574.579602533304,1.7539855863725704,3.216562412254704,1.0,2763,12722,24,0,0,38881200,9158,44
ACTAR,ACTAR,812,970,6609,300,21234,87060,0.7560992419021365,0.2439007580978635,0.8975632728709021,0.8288905389667428,0.0007592565641793292,39840.21788470268,1.954909971251324,3.500612320380819,1.6475101023911525,2105,16515,17,0,0,37414000,6609,44
TFSM_DPC,TFSM_DPC,631,1132,7062,300,20038,82406,0.7568380943135209,0.2431619056864791,0.9093926372498717,0.8364121834919991,0.0007989408801616068,35325.969980175585,1.98654772019258,3.5667960219946218,1.7660498973832734,2140,14665,20,0,0,35757600,7062,44
DST_WOA,DST_WOA,680,1436,6933,300,22028,91643,0.75963248693299,0.24036751306700999,0.9145442792501616,0.8537776810600446,0.0007179870333498615,40164.43098225876,1.7591230347612865,5.323162171258232,1.2310852546146664,1651,12020,27,0,0,38878600,6933,44
TRAIL,TRAIL,518,961,9455,917,20341,89259,0.7721126160947356,0.22788738390526442,0.9376360312255144,0.8753625092641186,0.0007250643325155719,29156.21364357483,1.727974616604971,4.076188437885326,1.1755274384050611,2455,9079,30,0,0,38988600,9455,44
SHEER,SHEER,1302,1312,12092,300,21505,87564,0.7544082042848659,0.24559179571513412,0.9066743365779076,0.8282339138785708,0.000756518633832182,21852.133642077406,1.5817069136619253,2.532992494053525,1.0,3640,13322,22,0,0,38862800,12092,45
ACTAR,ACTAR,819,939,8512,300,22190,87831,0.7473557172296798,0.25264428277032025,0.9024694931521458,0.8214835344850341,0.0007614262997479724,30846.334586466164,1.7255639097744362,3.096314078113303,1.6394326716533874,2720,17653,20,0,0,38074600,8512,45
TFSM_DPC,TFSM_DPC,533,1174,9602,300,20783,82394,0.7477607592785882,0.2522392407214118,0.9055363490285826,0.8292909870810831,0.0008066823141459053,25665.90293688815,1.7057904603207665,3.0312941041822596,1.8121763970719513,2984,15385,27,0,0,36244600,9602,45
DST_WOA,DST_WOA,742,1390,10182,304,20420,89900,0.7728587319243604,0.2271412680756396,0.9189119170984456,0.8661951981623154,0.0007192699324284421,27295.226870948733,1.5329994107248084,3.7887890394814363,1.2499136442141623,2801,11041,26,0,0,39105200,10182,45
TRAIL,TRAIL,662,942,12701,903,18686,86915,0.7850083414830582,0.2149916585169418,0.9400694719254276,0.8893746863840695,0.0007324290406505126,21487.756869537832,1.5429493740650342,3.03525072590709,1.2068328716528163,3575,7946,30,0,0,38708400,12701,45
SHEER,SHEER,1274,1290,7704,300,23154,88630,0.7387566286810335,0.26124337131896647,0.886844034455373,0.8088212720458555,0.000763238131307317,33995.846313603324,1.977803738317757,3.1968049992582728,1.0,2515,15050,22,0,0,38470800,7704,46
ACTAR,ACTAR,839,968,6244,300,22476,86672,0.7406774967694296,0.2593225032305704,0.8934980372608885,0.8087517208938779,0.000778500114679264,41124.9199231262,2.060057655349135,3.371146020237147,1.62893326687021,2127,17647,15,0,0,36723000,6244,46
TFSM_DPC,TFSM_DPC,656,1129,6921,300,20707,82312,0.748432792302459,0.25156720769754104,0.8968752536320104,0.8273969320092119,0.0008089733565878305,35604.681404421324,1.9991330732553099,3.75070185375659,1.8069474880285692,2203,15158,23,0,0,35628800,6921,46
