algo_tag,algo,FND,HND,LND,func_life_pdr85,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed
TFSM_DPC,TFSM_DPC,596,1044,4710,1125,6180,75180,0.9177972865123704,0.08220271348762964,0.9749420289855072,0.9498300433771479,0.0007194529143699599,58598.72611464968,2.5685774946921445,3.5730698950052244,1.8339855072463769,1003,4225,10,0,0,32222800,4710,44
DST_WOA,DST_WOA,699,1328,5558,1718,6903,83517,0.9173461690434283,0.08265383095657175,0.9750828830239904,0.9529191857335402,0.0006514839865519427,55137.81935948183,1.9926232457718605,5.021968333933071,1.2364841934894406,779,3743,8,0,0,35471200,5558,44
TRAIL,TRAIL,451,933,9226,1233,3674,76219,0.9517967960744697,0.04820320392553035,0.9949686401543869,0.9851396660862879,0.0006887786926248462,31452.417082159114,2.046173856492521,2.001766761261986,1.2536081053139432,2399,690,10,0,0,33524800,9226,44
SHEER,SHEER,1271,1282,10908,1287,5544,82290,0.9326285089318265,0.06737149106817353,0.9793735178380633,0.9588055468802125,0.0006512036194737629,28143.014301430143,1.699028236156949,2.1115144847818113,1.0,2958,2896,9,0,0,36593600,10908,45
ACTAR,ACTAR,788,912,9245,1513,5743,80631,0.9287742927658097,0.0712257072341903,0.9760041662215575,0.9568526280862337,0.0006673598275002534,32401.51433207139,1.7008112493239589,2.2239436199279368,1.6491694263433394,2545,4139,7,0,0,35056000,9245,45
TFSM_DPC,TFSM_DPC,564,1022,6458,1044,6899,74878,0.9078634578915035,0.09213654210849653,0.9681960605481105,0.9379814177415934,0.0007254248836224517,42105.29575720037,2.1872096624341903,2.7753633947220786,1.8628399947042469,1581,5371,8,0,0,32527000,6458,45
DST_WOA,DST_WOA,658,1270,10333,1828,5708,82591,0.9308883534525554,0.06911164654744462,0.9853023425204531,0.968876775202396,0.0006500373463808819,29762.12135875351,1.5362431046162779,3.179521920061939,1.2668860476308157,2297,2294,10,0,0,36024200,10333,45
TRAIL,TRAIL,781,942,13900,1102,3198,75832,0.957827829939867,0.04217217006013296,0.9967646006002698,0.9889504527247079,0.000688049878842867,20901.87050359712,1.7066906474820145,1.5692052258933664,1.274774898807721,3956,415,10,0,0,34790600,13900,45
SHEER,SHEER,1266,1277,3212,611,8162,84040,0.9028795811518324,0.09712041884816758,0.9618071114156936,0.9293105925115039,0.0006586558825494369,94493.1506849315,3.547011207970112,4.574763164917275,1.0,776,5447,5,0,0,35748400,3212,46
ACTAR,ACTAR,821,920,4194,3389,7221,80270,0.9100411112495328,0.0899588887504672,0.9655710550452437,0.9353528866945332,0.00068410733867605,69670.00476871722,2.6301859799713876,3.492190571840067,1.6500294322988678,960,6077,5,0,0,33925800,4194,46
TFSM_DPC,TFSM_DPC,552,998,4926,1004,6558,74472,0.911940058008379,0.08805994199162104,0.9686368053714992,0.9409838609778621,0.0007349602496035311,55147.38124238733,2.5125862768980918,3.2647116047067684,1.860308625614748,1042,4768,8,0,0,32031600,4926,46
DST_WOA,DST_WOA,660,1238,6813,1074,6961,82197,0.9153132109444384,0.0846867890555616,0.9805678132808762,0.9520408367313823,0.0006641980964893637,44172.02407162777,1.8005284015852048,4.171975145555069,1.2483917273645595,1109,3964,7,0,0,35038200,6813,46
TRAIL,TRAIL,592,914,8414,1261,4338,76019,0.9429353188018785,0.05706468119812147,0.9926061299368033,0.9791758293170125,0.0006971958464724041,34077.014499643454,2.136082719277395,2.17953581085121,1.3175876452616453,2114,1132,10,0,0,33643200,8414,46
SHEER,SHEER,1339,1347,3193,1351,7084,82748,0.9143906801372843,0.0856093198627157,0.9719946077394798,0.9385583684359725,0.0006605090252540195,94787.34732226747,3.751331036642656,4.502345905477759,1.0,703,4590,8,0,0,35357400,3193,47
ACTAR,ACTAR,821,929,3428,1462,6403,81796,0.9217198885031053,0.07828011149689473,0.9743212234557584,0.949081370646447,0.0006628155738630613,87973.16219369895,2.968786464410735,4.421395474582465,1.6325918851882801,805,4588,8,0,0,34579400,3428,47
TFSM_DPC,TFSM_DPC,606,1092,3087,3087,6296,74848,0.9158828559213339,0.0841171440786661,0.9697747695180301,0.9411323545425431,0.0007252992685989384,88826.69258179462,3.6579203109815355,4.405304232624446,1.8354679659236783,611,5119,7,0,0,31943800,3087,47
DST_WOA,DST_WOA,647,1554,5622,2177,5932,82791,0.9283496998466017,0.07165030015339835,0.9857661431972833,0.962374962236937,0.0006502258647547557,54684.453930985415,2.0588758448950553,4.938553895410884,1.242938367660261,881,2803,9,0,0,35260400,5622,47
TRAIL,TRAIL,763,965,7528,1562,3206,76177,0.957913806004437,0.042086193995563015,0.9972043688588618,0.9882127107563,0.000684711052562051,38773.113708820405,2.341392136025505,2.146601814912392,1.27646599333982,1850,460,10,0,0,33793000,7528,47
SHEER,SHEER,1268,1283,8240,1288,5506,81934,0.9327995703859204,0.06720042961407957,0.9834746428010677,0.9586744574558017,0.0006537642921688197,37100.970873786406,1.9317961165048543,2.4849755836800753,1.0,2209,2914,10,0,0,35776600,8240,48
ACTAR,ACTAR,792,917,4342,1144,7191,80495,0.9106652587117212,0.08933474128827879,0.9635354141656662,0.9353643004776534,0.0006818007729634942,67530.17042837403,2.6250575771533855,3.3857190381142432,1.6670850158245116,1086,6129,5,0,0,34401200,4342,48
TFSM_DPC,TFSM_DPC,622,1036,7233,1491,5678,74374,0.9236561163847581,0.07634388361524191,0.9762140444858507,0.9522692508757601,0.0007246174203761139,37990.322134660586,2.0612470620765935,2.527320348263655,1.828054035169442,1743,4287,9,0,0,32565000,7233,48
DST_WOA,DST_WOA,649,1355,7164,1916,6510,82607,0.9211931192271842,0.07880688077281583,0.9794735666320618,0.9567989786980724,0.0006553734470775188,42488.55388051368,1.7825237297599106,4.150267541410755,1.2587618434366663,1194,3292,9,0,0,35379400,7164,48
TRAIL,TRAIL,808,967,10788,1055,3408,76373,0.9553769002134263,0.04462309978657375,0.9969848557527582,0.9867496676934342,0.0006849174753465239,27054.134223210975,1.914627363737486,1.7713613312514063,1.2620023298841911,2842,542,10,0,0,34411200,10788,48
SHEER,SHEER,1255,1267,4126,1271,6460,82819,0.9219985752061725,0.07800142479382755,0.972995979517804,0.9474252316725051,0.0006543873599410494,74027.14493456132,2.922200678623364,3.8359681924151117,1.0,1002,3901,8,0,0,35456800,4126,49
ACTAR,ACTAR,792,945,3513,1119,6171,80919,0.923738553368183,0.076261446631817,0.9728554610156793,0.9483440121943195,0.0006685919296294077,85110.16225448335,2.946484486194136,4.037824146470608,1.6556830951998716,859,4933,5,0,0,34347600,3513,49
TFSM_DPC,TFSM_DPC,651,1085,3937,1367,5658,75101,0.9246614559060465,0.07533854409395346,0.9757498955978284,0.9544222580987607,0.0007156202270794764,70554.22910845821,2.938277876555753,3.86719711993827,1.8262891868150857,858,3803,9,0,0,32359400,3937,49
DST_WOA,DST_WOA,672,1454,5897,1982,6051,82801,0.9269211724496081,0.07307882755039186,0.9837524429967427,0.9616321721348903,0.0006510578848296501,52060.36967949805,1.9496354078344922,4.686507263580351,1.2496677524429967,888,2983,9,0,0,35393400,5897,49
TRAIL,TRAIL,581,958,6020,1227,3947,77156,0.948843900668775,0.051156099331225,0.9926238577224111,0.9822108629476407,0.0006825068156279108,48643.85382059801,2.6318936877076413,2.5699567833826955,1.262740919832261,1478,910,10,0,0,34048000,6020,49
SHEER,SHEER,1310,1322,4818,1323,7349,82330,0.9107372768128265,0.08926272318717354,0.970072418345981,0.9347613823967356,0.0006665466488475399,62250.726442507264,2.651307596513076,3.48898179446125,1.0,1226,4862,6,0,0,35021600,4818,50
ACTAR,ACTAR,787,936,2382,1020,7332,81568,0.9101118085523735,0.0898881914476265,0.9698394310038256,0.937493845041556,0.0006731473471709363,124661.62888329136,3.838371116708648,5.862369072759501,1.6493884368769869,521,5230,6,0,0,34314800,2382,50
TFSM_DPC,TFSM_DPC,560,1046,2732,1433,6488,74549,0.912969992890582,0.087030007109418,0.9761243590308694,0.9394721106004501,0.0007315298964292747,99650.07320644216,3.8502928257686677,4.852152231064475,1.8384243546230588,573,4647,5,0,0,31894800,2732,50
DST_WOA,DST_WOA,690,1372,4170,1994,7584,83260,0.9089118424213307,0.09108815757866928,0.9702415561076166,0.9445929115962942,0.0006574492343261483,72590.88729016787,2.3657074340527577,6.456099120703434,1.2335879274803108,511,4203,7,0,0,35154200,4170,50
TRAIL,TRAIL,693,948,8147,1193,4150,76696,0.9458902680713466,0.054109731928653426,0.992997546384363,0.9797643990323174,0.0006888295575246733,35618.50988093777,2.190376825825457,2.206542678895909,1.2422462989000083,2073,1058,10,0,0,33887200,8147,50
SHEER,SHEER,1340,1354,7901,1356,5791,80398,0.9279708450458967,0.07202915495410334,0.9786213089924538,0.9536712282927219,0.0006697892752968278,37770.91507404126,2.0294899379825337,2.4684069527064048,1.0,2248,3180,8,0,0,35366400,7901,51
ACTAR,ACTAR,800,875,7667,1018,5146,78716,0.9346257431780071,0.06537425682199294,0.9821802365094467,0.9624422726251202,0.0006792222134629904,38382.679013955916,1.832789878700926,2.520552988379389,1.6499932037515292,2098,3245,8,0,0,34040600,7667,51
TFSM_DPC,TFSM_DPC,550,1071,7180,1295,5541,71611,0.9226236192763682,0.07737638072363184,0.9806417436052671,0.9538855741927731,0.000745259075587816,36807.79944289693,2.0178272980501393,2.7296028529400593,1.8116845769638263,1827,3278,9,0,0,31188200,7180,51
DST_WOA,DST_WOA,642,1325,7674,1911,6304,80754,0.9219357555043713,0.07806424449562865,0.9830087306917394,0.9623192118339722,0.0006712573452999669,38806.359134740684,1.7286942924159499,4.052797324298495,1.2379583613163196,1435,2666,9,0,0,34708000,7674,51
TRAIL,TRAIL,408,944,13401,1161,2944,72136,0.9591882000665409,0.04081179993345907,0.9980778124638686,0.9911366903571526,0.000722182864482216,20652.787105439893,1.7089769420192522,1.631284689597897,1.3391432535553243,3672,234,10,0,0,32975200,13401,51
