algo_tag,algo,FND,HND,LND,func_life_pdr85,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed,ratio
TFSM_DPC,TFSM_DPC,618,1220,7766,300,20026,79842,0.7491796297687934,0.2508203702312066,0.9031195666711248,0.8273039959897721,0.0008326578042208296,30809.16816894154,1.9286634045840845,3.272898481688116,1.744951183629798,2460,14311,21,0,0,34938400,7766,51,0.3
DST_WOA,DST_WOA,641,1716,9283,302,21233,87668,0.7578021627047498,0.24219783729525024,0.9161586513133138,0.8492462813526038,0.0007503805165785216,28626.521598621137,1.5750296240439514,4.089859599985638,1.2085045533227967,2405,12380,26,0,0,37964200,9283,51,0.3
TRAIL,TRAIL,381,979,14831,954,17969,83090,0.7837405223251895,0.21625947767481046,0.944319036869827,0.8904221929985935,0.0007673003005874532,17563.48189602859,1.4533072618164655,2.78869861998444,1.2279449025659925,4126,7454,30,0,0,37508200,14831,51,0.3
SHEER,SHEER,1346,1362,7364,300,30926,93112,0.667862359309219,0.332137640690781,0.8319718264561156,0.752864646723187,0.0008036039630140328,33778.381314502985,2.028109722976643,3.619898767491789,1.0,2574,19973,26,0,0,40240800,7364,42,0.4
ACTAR,ACTAR,871,976,6265,300,30934,92587,0.6658926199142429,0.33410738008575713,0.8479717126498305,0.7549248697450187,0.0008105571940296238,39363.4477254589,1.9610534716679968,4.568215938313703,1.6120383436329133,2122,23134,27,0,0,39502800,6265,42,0.4
TFSM_DPC,TFSM_DPC,727,1252,4788,300,30010,90573,0.6686650547072527,0.3313349452927473,0.8540858279807804,0.7701148368085882,0.000825024780360389,50595.65580618212,2.3646616541353382,6.938168752809673,1.6981820583524594,1524,20468,36,0,0,38510800,4788,42,0.4
DST_WOA,DST_WOA,743,1624,6485,300,30471,95873,0.682173291750545,0.317826708249455,0.8664413932295648,0.7874887097318173,0.0007642040301233244,40340.47802621434,1.8188126445643793,6.0569699306091,1.231292621020764,1772,18271,28,0,0,40571600,6485,42,0.4
TRAIL,TRAIL,553,1084,9795,922,28490,95526,0.7017565898289471,0.29824341017105294,0.901411182051435,0.8257346534433926,0.0007455015665124599,27375.599795814192,1.6030627871362941,4.989941609352025,1.1202935736022435,2591,13460,40,0,0,41369800,9795,42,0.4
SHEER,SHEER,1342,1362,8724,300,31354,94213,0.6672009170708926,0.3327990829291074,0.8490271878330867,0.7587760147054969,0.0007949723279830518,28821.18294360385,1.7787712058688674,4.06758586057073,1.0,2838,19525,36,0,0,40800800,8724,43,0.4
ACTAR,ACTAR,867,1007,7492,300,29374,91348,0.6784384989271796,0.32156150107282044,0.8418368993448866,0.7665826516192814,0.0008064785837331838,33088.09396689803,1.8407634810464495,3.6954286737021644,1.6262626262626263,2659,22507,25,0,0,39310800,7492,43,0.4
TFSM_DPC,TFSM_DPC,791,1289,7997,300,28762,87628,0.6717715798603187,0.32822842013968134,0.8636054768457174,0.7737889604251527,0.0008395302104646626,29444.041515568337,1.8163061147930475,4.337041548104797,1.6979750620052323,2495,19628,34,0,0,37960200,7997,43,0.4
DST_WOA,DST_WOA,752,1743,6790,300,30903,95690,0.6770508935102937,0.3229491064897063,0.876379520582833,0.7888420446592533,0.0007673265550509113,38166.126656848304,1.7705449189985272,6.166595483554245,1.2358189142883602,1813,18091,33,0,0,40621200,6790,43,0.4
TRAIL,TRAIL,721,1071,10715,843,27997,94603,0.704058010845322,0.29594198915467795,0.9025162898237395,0.8310884592625943,0.0007502403657187442,24864.582361175922,1.5548296780214652,4.594209112684382,1.1557217067531453,2924,12959,40,0,0,41185400,10715,43,0.4
SHEER,SHEER,1320,1335,7383,300,31393,93691,0.6649304629046546,0.33506953709534537,0.8304439949918135,0.7501483675715398,0.0008021871416022045,33752.13327915481,1.9788703778951646,3.8418954741587803,1.0,2596,20266,31,0,0,40406400,7383,44,0.4
ACTAR,ACTAR,838,990,5798,300,29660,91538,0.6759815595708886,0.32401844042911143,0.8422541129318982,0.7644560543650988,0.0008076266032363475,42689.203173508104,2.0693342531907555,4.424240713198112,1.6287210317075536,2098,22844,23,0,0,39029400,5798,44,0.4
TFSM_DPC,TFSM_DPC,653,1209,5102,300,28445,87848,0.6762020763136326,0.3237979236863674,0.8517583287039375,0.7724618161253846,0.0008413044788524487,46572.32457859663,2.345746765974128,5.460025752855115,1.738009864821642,1792,20674,31,0,0,37550400,5102,44,0.4
DST_WOA,DST_WOA,755,1379,5419,300,30779,96589,0.6813405253186181,0.3186594746813819,0.8688953046649446,0.7910414260149515,0.0007593890892307821,48577.22827089869,1.938180476102602,7.420468106046627,1.225345692144051,1420,18027,34,0,0,40767800,5419,44,0.4
TRAIL,TRAIL,580,1116,8684,855,29440,96198,0.6939645314871411,0.3060354685128589,0.9012702597441505,0.8197265796373816,0.0007486541583666241,30749.88484569323,1.6576462459695993,5.668244778374038,1.1237904071422151,2195,13916,40,0,0,41380800,8684,44,0.4
SHEER,SHEER,1294,1310,11589,300,29372,91484,0.6789383935988806,0.32106160640111936,0.8536675682637815,0.7706597558367787,0.000804609869034206,21438.26041936319,1.5700232979549573,3.0827151362745466,1.0,3697,18165,30,0,0,40243400,11589,45,0.4
ACTAR,ACTAR,850,978,7529,300,30313,90812,0.6662005021362816,0.33379949786371843,0.8373692127142598,0.751858052983936,0.0008260725908389339,32141.851507504318,1.8313189002523576,3.513819743073296,1.6374981404651316,2735,25021,20,0,0,39088600,7529,45,0.4
TFSM_DPC,TFSM_DPC,650,1275,8039,300,29343,87676,0.6653246042246452,0.33467539577535477,0.859136337921931,0.7637999044284794,0.0008533549235061396,29025.003109839534,1.8265953476800596,4.090197995914977,1.7535700204001166,2599,21330,33,0,0,38022800,8039,45,0.4
DST_WOA,DST_WOA,743,1484,9200,300,29974,94967,0.6843745722198237,0.3156254277801763,0.8814949302232548,0.794955026640474,0.0007689556137296563,28257.82608695652,1.563804347826087,4.705237318840583,1.247842075300417,2635,18129,34,0,0,40880000,9200,45,0.4
TRAIL,TRAIL,779,986,10503,869,27911,94021,0.7031407876963657,0.2968592123036343,0.9011193465436393,0.8266473795815369,0.0007559661619401002,25177.5683138151,1.557650195182329,4.607285614694212,1.1815459083345938,2859,13265,40,0,0,40903800,10503,45,0.4
SHEER,SHEER,1294,1314,10225,300,30628,92081,0.6673798069091343,0.33262019309086566,0.8423022472458627,0.7560537367979332,0.0008131364743004032,24040.293398533006,1.6550611246943765,3.2528748399115135,1.0,3314,19302,29,0,0,40230200,10225,46,0.4
ACTAR,ACTAR,831,1002,8312,300,28917,89830,0.6780919514638762,0.32190804853612376,0.8348956708748543,0.7644013970571033,0.0008203190299144555,29313.282001924927,1.7462704523580366,3.266347425166,1.622789880649451,3009,21801,21,0,0,38183000,8312,46,0.4
TFSM_DPC,TFSM_DPC,657,1176,8074,300,28684,86680,0.6690816797415782,0.3309183202584218,0.8623870611766329,0.7664433530216691,0.0008615104998503846,28732.22690116423,1.7974981421847906,4.048540441338312,1.7406372853300227,2541,20172,31,0,0,37587000,8074,46,0.4
DST_WOA,DST_WOA,692,1613,8781,300,30354,93800,0.6763965884861407,0.3236034115138593,0.8686599628030136,0.7809965666753824,0.0007877843251902647,28901.491857419427,1.582166040314315,4.616023231978135,1.2304321785455348,2515,18679,33,0,0,40320000,8781,46,0.4
TRAIL,TRAIL,322,1012,10434,787,28790,93829,0.6931652261028041,0.30683477389719593,0.9025969033964237,0.8162507747830927,0.0007683346402852792,24933.48667816753,1.5241518113858539,4.8006918623939905,1.1560909608081305,2712,13783,40,0,0,40730600,10434,46,0.4
SHEER,SHEER,1367,1384,9843,300,29875,91516,0.6735543511517111,0.32644564884828886,0.8469038464658263,0.765146206772742,0.0008106530914562604,25049.67997561719,1.7205120390124962,3.3204504772548056,1.0,3181,18538,30,0,0,40007000,9843,47,0.4
ACTAR,ACTAR,887,997,7514,300,28405,89860,0.6838971733808146,0.31610282661918543,0.8367097876494997,0.7693317394286538,0.0008130388500353114,32714.932126696833,1.8528080915624168,3.4135713911232943,1.6141567000244081,2668,21370,19,0,0,38718400,7514,47,0.4
TFSM_DPC,TFSM_DPC,695,1286,6377,300,28277,87405,0.6764830387277616,0.3235169612722384,0.8719557570017589,0.7746932589775043,0.0008451459660006785,37088.286027912814,2.0683707072291044,4.874939261025747,1.6934109051549182,1938,20013,32,0,0,37623600,6377,47,0.4
DST_WOA,DST_WOA,694,1735,6992,300,29376,93677,0.6864118193366568,0.31358818066334315,0.8765026982473056,0.7919502169037751,0.0007771218356658526,36785.469107551486,1.799342105263158,5.448331426392065,1.2101989082595916,1884,17833,29,0,0,39984400,6992,47,0.4
TRAIL,TRAIL,720,1161,9977,873,27663,93359,0.7036921989310082,0.2963078010689918,0.9086550170482222,0.827101687375677,0.0007606473473231615,26338.979653202365,1.608900471083492,4.803077485865399,1.170375669751583,2658,13129,40,0,0,40572200,9977,47,0.4
SHEER,SHEER,1238,1258,8617,300,30708,93567,0.6718073679823015,0.32819263201769855,0.8572519448289028,0.7654170885644366,0.0007950194868761497,29179.064639665776,1.7085992804920507,4.265391087385401,1.0,2795,18940,34,0,0,40337800,8617,48,0.4
ACTAR,ACTAR,853,975,7743,300,28570,89349,0.680242644013923,0.319757355986077,0.8436960134256898,0.7655916786237024,0.0008221809215390031,31398.166085496578,1.8101511042231693,3.3783937975724134,1.6297240823310684,2768,21801,22,0,0,38550200,7743,48,0.4
TFSM_DPC,TFSM_DPC,725,1288,6811,300,28873,87653,0.6705988386022156,0.3294011613977844,0.8542871725076556,0.7696812374989228,0.0008447522753534093,34520.62839524299,1.9712230215827338,4.798886620076603,1.7256549846886695,2331,20669,34,0,0,37766400,6811,48,0.4
DST_WOA,DST_WOA,695,1748,8002,300,30224,94521,0.6802403698648978,0.3197596301351022,0.8736177426629548,0.7853354547344009,0.0007771440284536971,32140.464883779056,1.6265933516620845,5.376660001666255,1.244599281459477,2242,18336,34,0,0,40377200,8002,48,0.4
TRAIL,TRAIL,752,942,10387,885,27528,93415,0.7053149922389338,0.2946850077610662,0.8990544416956304,0.8283164269221006,0.0007585462639217494,25372.869933570808,1.5532877635505922,4.6460789960176205,1.1681667096695858,2798,13069,40,0,0,40623000,10387,48,0.4
SHEER,SHEER,1302,1321,10401,300,30081,92776,0.675767439855135,0.324232560144865,0.8478826062684425,0.7685820493845681,0.0007970169019689615,24111.143159311603,1.6365734064032305,3.3725889452021547,1.0,3388,18482,31,0,0,40447000,10401,49,0.4
ACTAR,ACTAR,882,1015,8348,300,28289,89627,0.6843696653910094,0.3156303346089906,0.8380612344712902,0.7688736797268924,0.0008147469073395858,29390.51269765213,1.783660757067561,2.9104250847512736,1.629609703609508,2964,21217,18,0,0,38437400,8348,49,0.4
TFSM_DPC,TFSM_DPC,680,1265,9218,300,27796,86545,0.6788260442544342,0.32117395574556584,0.8647296124189348,0.7741860754921474,0.0008506578954917739,25493.165545671513,1.7503796919071382,3.3352726631990035,1.7493744574375734,2912,19916,30,0,0,37859400,9218,49,0.4
DST_WOA,DST_WOA,741,1688,8562,300,29699,94570,0.6859574918050122,0.3140425081949878,0.8757842487398066,0.7984045303359216,0.0007671138070106077,30306.470450829245,1.6149264190609671,4.867741181966831,1.2267114735397944,2455,16762,33,0,0,40580600,8562,49,0.4
TRAIL,TRAIL,485,1036,11482,874,27229,93493,0.7087589445199106,0.2912410554800894,0.8974254497162863,0.8342805435587292,0.0007540918268924187,23084.48005573942,1.5058352203448877,4.2791835382780805,1.1437281178317036,3249,12549,40,0,0,40874800,11482,49,0.4
SHEER,SHEER,1253,1270,7973,300,30809,92839,0.6681459300509485,0.33185406994905153,0.850008060615831,0.7612813061332836,0.0008056073278252503,31120.030101592874,1.788912579957356,4.385058948952715,1.0,2619,19048,30,0,0,39997200,7973,50,0.4
ACTAR,ACTAR,857,1026,4384,300,29462,89360,0.6702999104744852,0.3297000895255148,0.8290260108851715,0.7484812436483904,0.0008343461180397323,54651.459854014596,2.584169708029197,4.30034044169537,1.661858492771044,1964,24285,13,0,0,37935200,4384,50,0.4
TFSM_DPC,TFSM_DPC,647,1213,5588,300,28500,87910,0.6758048003640087,0.3241951996359913,0.8554957077933008,0.7751048115914696,0.0008408374753968042,42526.84323550465,2.1510379384395133,5.69712991822357,1.6946641979464736,1921,18936,36,0,0,37585800,5588,50,0.4
DST_WOA,DST_WOA,734,1510,6121,300,30402,94129,0.6770177097387627,0.32298229026123726,0.8616285091091688,0.7845623599924566,0.0007841266304876425,41644.82927626205,1.8475739258291128,6.382039971682186,1.2162348768967628,1840,18073,34,0,0,39940400,6121,50,0.4
TRAIL,TRAIL,496,976,8590,808,28304,93110,0.6960154655783481,0.30398453442165185,0.8957349628120853,0.8210485906181545,0.0007710960386942879,30177.415599534343,1.6537834691501747,5.532481904009843,1.146745671697065,2284,13558,40,0,0,40100400,8590,50,0.4
SHEER,SHEER,1342,1359,10579,300,30468,91375,0.6665608755129959,0.3334391244870041,0.8484903213095375,0.7601810488293487,0.0008203661592564963,23029.397863692222,1.6332356555440022,3.4256834069292696,1.0,3416,18762,32,0,0,40021200,10579,51,0.4
ACTAR,ACTAR,848,956,9239,300,28861,87810,0.6713244505181643,0.32867554948183575,0.8406419108042545,0.7543088348927486,0.0008477748913849976,25521.80971966663,1.6848143738499837,2.888510915129057,1.640316205533597,3202,22967,18,0,0,37887000,9239,51,0.4
TFSM_DPC,TFSM_DPC,601,1328,7666,300,27794,85487,0.6748745423280733,0.3251254576719267,0.8592376891477302,0.7752517778419996,0.0008660660679893752,30103.31333159405,1.8446386642316723,4.333655714042368,1.668451978576257,2454,19776,34,0,0,37033800,7666,51,0.4
DST_WOA,DST_WOA,673,1583,9304,300,29136,91327,0.6809705782517765,0.31902942174822346,0.8743869691756042,0.787669307872138,0.0008034046544003031,26737.31728288908,1.5925408426483234,4.283154198910859,1.2082294865816596,2710,17622,34,0,0,39454000,9304,51,0.4
TRAIL,TRAIL,334,1183,11632,741,27179,90539,0.6998089221219584,0.30019107787804156,0.8982007575757576,0.8268821073573087,0.0007885110921485653,21788.170563961485,1.468621045392022,4.361757130898294,1.146969696969697,3076,12567,40,0,0,39644000,11632,51,0.4
SHEER,SHEER,1353,1374,7051,300,39985,98116,0.5924721757919198,0.4075278242080802,0.7846243828594037,0.6933267073221941,0.0008597005119785278,32977.450007091196,1.9608566160828251,5.042464763525607,1.0,2523,25229,40,0,0,42034600,7051,42,0.5
ACTAR,ACTAR,902,1005,5228,300,38711,96077,0.5970835892044922,0.4029164107955078,0.7777603458494579,0.6937317209580818,0.0008711706017630597,43891.35424636572,2.204858454475899,5.3531583597478765,1.6133249660077398,2149,29858,26,0,0,40746400,5228,42,0.5
TFSM_DPC,TFSM_DPC,834,1376,6247,300,37667,93899,0.5988562178510953,0.40114378214890467,0.7999359795134443,0.7086381041385341,0.0008887366632320182,36005.762766127744,2.0494637425964464,5.764570852372997,1.6776924171290368,2217,26025,39,0,0,40135600,6247,42,0.5
DST_WOA,DST_WOA,818,1955,4814,300,39402,101190,0.610613697005633,0.38938630299436705,0.8078429468505212,0.7300755519743769,0.0008087043644322202,51340.25758205235,2.0621105110095557,8.849390666112729,1.219605748689066,1494,23831,42,0,0,42477600,4814,42,0.5
TRAIL,TRAIL,665,1155,5502,765,38515,103251,0.6269769784312016,0.3730230215687984,0.8489712061295106,0.7666829975736226,0.0007720064924480879,47063.61323155216,1.8998545983278807,10.582967219076815,1.0453225407810183,1349,19097,50,0,0,43408800,5502,42,0.5
SHEER,SHEER,1347,1371,9622,300,38906,97418,0.6006282206573734,0.3993717793426266,0.7919742958709325,0.7060547390882602,0.0008540338521147014,24324.256911245062,1.646850966535024,4.360629658223715,1.0,3244,23933,41,0,0,42053000,9622,43,0.5
ACTAR,ACTAR,868,1056,7259,300,37921,95475,0.6028174914899188,0.3971825085100812,0.791413281440039,0.7011656422519345,0.0008683911770283048,31714.561234329798,1.8386830141892823,4.295728947316629,1.6194356604232547,2706,28547,30,0,0,40866000,7259,43,0.5
TFSM_DPC,TFSM_DPC,777,1379,7016,300,36302,92507,0.6075756429243192,0.3924243570756808,0.8018147851614625,0.7174576168039437,0.0008869068217408611,32043.899657924743,1.9181870011402509,5.262535386031681,1.7018948492127035,2554,25468,41,0,0,39701600,7016,43,0.5
DST_WOA,DST_WOA,774,1773,7691,300,38549,99474,0.6124716006192573,0.3875283993807427,0.8151661879359868,0.7326208665614905,0.0008202491899234835,31686.386685736576,1.659862176570017,5.943652754301564,1.2180549856380796,2408,23307,41,0,0,42359400,7691,43,0.5
TRAIL,TRAIL,627,1120,11369,811,36129,99716,0.6376810140799871,0.3623189859200129,0.8596096686429616,0.7780788342983517,0.0007858384950419242,22372.064385609992,1.4212331779400122,5.38574120920587,1.0532813310896882,3114,17520,50,0,0,43131800,11369,43,0.5
SHEER,SHEER,1341,1364,7271,300,38983,98194,0.6030001833105892,0.39699981668941076,0.7858843795916299,0.7059713564417116,0.0008440369371808929,32573.78627424013,1.9085407784348782,5.028111840252537,1.0,2646,24102,41,0,0,42066400,7271,44,0.5
ACTAR,ACTAR,831,1016,5563,300,37900,95847,0.6045781297275866,0.3954218702724134,0.7889278133466788,0.7052455476456836,0.0008625102086761313,41666.00754988316,2.0350530289412188,5.581764156809095,1.6096778090323918,2078,28474,30,0,0,40611400,5563,44,0.5
TFSM_DPC,TFSM_DPC,741,1239,5599,300,36585,93520,0.6088002566295979,0.3911997433704021,0.7979450250285414,0.7195559429085684,0.000876988299133296,40675.120557242364,2.0862654045365243,6.692641607359835,1.6675507157284624,2008,25432,40,0,0,39759600,5599,44,0.5
DST_WOA,DST_WOA,662,1700,6499,300,39021,98711,0.604694512263071,0.395305487736929,0.8137376444965656,0.7158533970939897,0.0008372630645252011,36737.959686105554,1.8256654869979998,6.066402523465149,1.231244764617189,2034,24982,38,0,0,41893400,6499,44,0.5
TRAIL,TRAIL,636,1097,5973,729,38741,102962,0.6237349701831744,0.37626502981682564,0.853210009187026,0.7607798129634512,0.0007780889543454129,43007.533902561525,1.7974217311233887,9.802009003980375,1.047523395773968,1478,19321,50,0,0,43355000,5973,44,0.5
SHEER,SHEER,1308,1328,9415,300,39006,96382,0.595297877196987,0.404702122803013,0.7783916620189626,0.6954522145543102,0.0008710614228006827,24376.420605416886,1.6926181625066383,3.9906537187365667,1.0,3348,24724,35,0,0,41758400,9415,45,0.5
ACTAR,ACTAR,873,1035,6865,300,39025,96177,0.5942377075600196,0.4057622924399804,0.7775405935050392,0.6937033232479491,0.0008744858344602514,33300.509832483614,1.8537509104151493,4.759850408149752,1.6021661534154534,2626,30108,30,0,0,40617600,6865,45,0.5
TFSM_DPC,TFSM_DPC,679,1316,7793,300,36951,92399,0.6000930746003744,0.3999069253996256,0.7947626605107488,0.7067816021163238,0.0009012789124750947,28460.413191325548,1.8209931990247659,4.7729730027304775,1.7054898283076034,2848,26811,39,0,0,39815400,7793,45,0.5
DST_WOA,DST_WOA,795,1838,9186,300,37513,97574,0.6155430749994876,0.38445692500051243,0.8254274820599058,0.7295473005385189,0.0008321248383104176,26153.276725451775,1.5736991073372524,4.710285579505042,1.2436189873628478,2975,24584,35,0,0,41945600,9186,45,0.5
TRAIL,TRAIL,646,1028,10875,774,36687,100126,0.6335916744901424,0.3664083255098576,0.8572486955973455,0.771427424385432,0.0007877218304261777,23333.885057471263,1.4274942528735632,5.61187477732995,1.0662999101499078,2945,18183,50,0,0,43169000,10875,45,0.5
SHEER,SHEER,1327,1345,9359,300,39539,95682,0.5867665809661169,0.4132334190338831,0.7767664713321341,0.6812203535471065,0.0008900709922893077,23995.298643017417,1.7428144032482102,3.4666603066058164,1.0,3357,25821,35,0,0,41546600,9359,46,0.5
ACTAR,ACTAR,874,1042,5892,300,38117,94635,0.5972209013578486,0.40277909864215145,0.7881205987473018,0.6911941742276788,0.0008842680979238016,38369.31432450781,2.03377460964019,4.867163035162015,1.6131144060299374,2376,28527,28,0,0,40252400,5892,46,0.5
TFSM_DPC,TFSM_DPC,670,1268,8129,300,35528,89392,0.6025595131555397,0.3974404868444603,0.7995878508837071,0.7075179565827381,0.0009180055003402496,26504.613113544103,1.7934555295854349,4.229463785490685,1.729373978909847,2905,25205,35,0,0,38248000,8129,46,0.5
DST_WOA,DST_WOA,723,1712,8386,300,38667,97151,0.6019907154841433,0.3980092845158567,0.8239689487723137,0.7134973120268349,0.0008544129222616406,27896.01717147627,1.595635583114715,5.141320852214006,1.2292592845906574,2573,24647,36,0,0,41550800,8386,46,0.5
TRAIL,TRAIL,639,1182,9926,727,36880,99680,0.630016051364366,0.369983948635634,0.8544904458598727,0.7677155186233728,0.0007957964140298312,25307.27382631473,1.4484182953858553,6.195076100623476,1.077468152866242,2717,18332,50,0,0,42761800,9926,46,0.5
SHEER,SHEER,1378,1399,11148,300,37620,95945,0.60790035958101,0.39209964041899004,0.8007201028718388,0.7147087421241648,0.0008568033977058578,20927.52063150341,1.5778614998205955,3.7312867351820542,1.0,3611,22805,41,0,0,41911600,11148,47,0.5
ACTAR,ACTAR,895,1075,6528,300,37792,94685,0.6008660294661246,0.39913397053387545,0.7830840349427873,0.6970442509021798,0.0008784517565989429,34860.9068627451,1.9745710784313726,4.359706118874314,1.6156469161408258,2594,29288,26,0,0,40321000,6528,47,0.5
TFSM_DPC,TFSM_DPC,733,1460,6126,300,36292,90950,0.6009675645959318,0.3990324354040682,0.7998097259321599,0.7092924378766559,0.0009043175673035129,35689.193601044724,2.079333986287953,5.796328369079276,1.663013648505251,2265,25070,44,0,0,38948400,6126,47,0.5
DST_WOA,DST_WOA,725,2045,7368,300,37374,97794,0.6178293146818823,0.3821706853181177,0.8277391592188017,0.7366856985846565,0.0008245066446317303,32801.30293159609,1.72557003257329,5.985841929062615,1.2030950016550812,2199,22540,43,0,0,41682600,7368,47,0.5
TRAIL,TRAIL,706,1209,10402,745,36356,99121,0.6332159683619011,0.3667840316380989,0.8605432964231657,0.7716088000874537,0.0007962601858536093,24135.74312632186,1.4779850028840607,5.769696424407058,1.0625667171194138,2773,17875,50,0,0,42745200,10402,47,0.5
SHEER,SHEER,1249,1272,10256,300,36724,95280,0.6145675902602855,0.3854324097397145,0.8018478038117358,0.7188794967679013,0.0008535124010671403,22837.753510140406,1.5652301092043681,4.1057022370180505,1.0,3495,22563,38,0,0,41331000,10256,48,0.5
ACTAR,ACTAR,837,1002,8544,300,37072,93951,0.6054113314387287,0.3945886685612713,0.7951440777791452,0.7040807734822857,0.0008786700660354836,26628.74531835206,1.7044709737827715,3.6643661611094918,1.6260658591044146,3202,28333,26,0,0,40500200,8544,48,0.5
TFSM_DPC,TFSM_DPC,709,1285,6378,300,36282,91089,0.6016862628857491,0.3983137371142509,0.7975806010181181,0.7095387697437393,0.0008959980481078274,34372.5305738476,1.9731890874882407,5.756667989738931,1.6998011202948529,2383,25841,41,0,0,38966400,6378,48,0.5
DST_WOA,DST_WOA,690,1733,7106,300,37540,98233,0.617847362902487,0.382152637097513,0.8069629117031618,0.7329025304216485,0.0008234151482438687,34164.36813960034,1.7070081621165212,6.21471526409607,1.2563557576656286,2316,23868,39,0,0,41736800,7106,48,0.5
TRAIL,TRAIL,694,976,10581,844,36251,98968,0.6337098860237652,0.3662901139762348,0.858650764545498,0.7694501108560504,0.0007967773327087465,23709.290237217654,1.4398450051979965,5.67686306796824,1.053749382145192,2854,18176,50,0,0,42662000,10581,48,0.5
SHEER,SHEER,1301,1318,11301,300,37380,94444,0.6042099021642455,0.3957900978357545,0.7935125473152951,0.7007546298388446,0.0008758046016519323,20197.858596584374,1.5983541279532785,3.0457945146025844,1.0,4020,23978,31,0,0,41405400,11301,49,0.5
ACTAR,ACTAR,849,1012,3738,300,38193,95862,0.6015835263190836,0.39841647368091637,0.7837486344483171,0.6985972143883384,0.0008665917601895668,61711.07544141252,2.7065275548421615,7.113809809475942,1.620281260295826,1821,28860,27,0,0,40376400,3738,49,0.5
TFSM_DPC,TFSM_DPC,696,1298,8630,300,35474,91270,0.6113290237756108,0.3886709762243892,0.8161516954620402,0.7202783333314711,0.0008947069331856393,25861.41367323291,1.7406720741599073,4.28791763484596,1.7016632016632016,3057,24793,39,0,0,39525400,8630,49,0.5
DST_WOA,DST_WOA,773,1736,8668,300,38049,98482,0.6136451331207733,0.3863548668792267,0.8174176360597687,0.7291233186386785,0.0008268882924684272,27887.8634056299,1.5874480849100139,5.143922088909402,1.2395876425131964,2754,23727,38,0,0,42170200,8668,49,0.5
TRAIL,TRAIL,651,1075,11415,733,35884,99513,0.6394038969782843,0.36059610302171574,0.8623897908186519,0.7786008447189883,0.0007853616943622166,22296.62724485326,1.4067455102934734,5.3388337582451975,1.0487985038268715,3133,17435,50,0,0,43041600,11415,49,0.5
SHEER,SHEER,1274,1293,8413,300,39105,95808,0.5918399298597194,0.40816007014028055,0.7795883815671129,0.6928537264660248,0.000881408393329959,26959.70521811482,1.7455128967074764,4.320082723449539,1.0,3063,24783,37,0,0,41280600,8413,50,0.5
ACTAR,ACTAR,863,998,5363,300,38335,94418,0.5939863161685272,0.40601368383147285,0.7936094716759089,0.6904678522735271,0.0008910703190777961,41829.573000186465,2.1159798620175274,5.3997336312971225,1.6072071750797925,2196,29608,28,0,0,40048400,5363,50,0.5
TFSM_DPC,TFSM_DPC,620,1338,4760,300,37391,92817,0.5971535386836463,0.4028464613163537,0.7994443041172014,0.7080629240135248,0.0009015700561383353,46576.470588235294,2.3111344537815124,7.478568682203446,1.6730595749287338,1877,25556,38,0,0,39353000,4760,50,0.5
DST_WOA,DST_WOA,723,1539,6178,300,37648,96908,0.6115078218516531,0.3884921781483469,0.80555180560243,0.7297707077408291,0.0008391966047162354,38368.40401424409,1.8497895759145355,6.639241394194455,1.2302564967937901,2171,23047,34,0,0,41065400,6178,50,0.5
TRAIL,TRAIL,446,970,6547,726,37797,99935,0.6217841597038075,0.3782158402961925,0.8482731983649296,0.7597022151256597,0.000804160153671326,37964.25843897968,1.6842828776538872,8.823361469369182,1.0645820592873925,1702,19143,50,0,0,42208400,6547,50,0.5
SHEER,SHEER,1362,1388,10553,300,38464,94461,0.5928054964482696,0.40719450355173037,0.7753986820722538,0.6917924788113924,0.0008923357434072263,21225.05448687577,1.649483559177485,3.5188689291693174,1.0,3657,24453,43,0,0,41287800,10553,51,0.5
ACTAR,ACTAR,885,1051,7168,300,37172,93263,0.6014282191222672,0.3985717808777328,0.781052218716015,0.6980780269995965,0.0008910239499715962,31300.78125,1.830078125,4.2977338707144765,1.6120233192490774,2799,28492,28,0,0,39937800,7168,51,0.5
TFSM_DPC,TFSM_DPC,622,1408,5887,300,36425,90348,0.5968366759640501,0.4031633240359499,0.8051109915991321,0.7057187687242005,0.0009255884279629786,36638.69543060982,2.1029386784440294,6.126206991111337,1.6322533983643344,2149,25036,41,0,0,38638600,5887,51,0.5
DST_WOA,DST_WOA,690,2213,6982,300,38158,98033,0.6107637224200014,0.38923627757999857,0.8177035490605428,0.7315630539226752,0.0008344982353904278,34302.492122600976,1.7308794041821827,6.621834717845888,1.2012192066805845,2247,22843,45,0,0,41645200,6982,51,0.5
TRAIL,TRAIL,345,1189,11118,667,35758,97705,0.6340207768282073,0.36597922317179266,0.8553440844592959,0.7740156612354133,0.0008066168214860006,22287.10199676201,1.4035797805360677,5.545044392905969,1.0748543109432256,3040,17407,50,0,0,42227800,11118,51,0.5
