algo,pdr_mean,pdr_std,bpj_mean,bpj_std,overhead_mean,overhead_std,timely_overall_mean,timely_overall_std,n,pdr_ci95,bpj_ci95,overhead_ci95,timely_overall_ci95
ACTAR,0.7489640671488771,0.1212894834009064,1309.0313015312026,132.40048789856712,0.14534719217074557,0.024080055485539636,0.6672612431050221,0.15982781818845823,5,0.10631491969738155,116.05414454857106,0.021107099259312263,0.140095259536629
DST_WOA,0.7589555924559812,0.11860038717904116,1389.7937248404894,126.38877460763948,0.1425529302867648,0.022038496240974453,0.6943158581402409,0.1562399591020196,5,0.10395782293293117,110.78464551330781,0.019317593680943445,0.1369503623867299
SHEER,0.7470889847824579,0.12560377835838696,1338.2737330204698,145.01868964450375,0.14784247800721234,0.025246365446131937,0.6666241035643506,0.164053728100414,5,0.1100965659629467,127.11448603679764,0.022129415014362303,0.14379943289395888
TFSM_DPC,0.7540592558479868,0.12533083556439475,1256.634138474946,116.93863257850765,0.14657696244060295,0.02448737614881923,0.6812945847488099,0.16448946464272365,5,0.10985732105554327,102.50123080343452,0.021464131562471785,0.14418137281328186
TRAIL,0.7637249579489216,0.11707941635012596,1393.422075832717,73.67482470470387,0.1419724939345387,0.020074380710442003,0.7095316247657669,0.14705679616770695,5,0.10262463322015372,64.5788311778787,0.017595970510905466,0.12890096517145472
