algo_tag,algo,FND,HND,LND,func_life_pdr85,drop_p,total_p,pdr,drop_rate,timely_transfer_rate,energy_rate,energy_per_delivered,throughput_bits_per_round,avg_ch_per_round,avg_cluster_size,avg_hops_to_bs,malicious_delay,malicious_drop,blacklisted_malicious,blacklisted_normal,false_blacklist_events,control_overhead_bits,rounds_run,seed
SHEER,SHEER,1353,1374,7051,300,39985,98116,0.5924721757919198,0.4075278242080802,0.7846243828594037,0.6933267073221941,0.0008597005119785278,32977.450007091196,1.9608566160828251,5.042464763525607,1.0,2523,25229,40,0,0,42034600,7051,42
ACTAR,ACTAR,902,1005,5228,300,38711,96077,0.5970835892044922,0.4029164107955078,0.7777603458494579,0.6937317209580818,0.0008711706017630597,43891.35424636572,2.204858454475899,5.3531583597478765,1.6133249660077398,2149,29858,26,0,0,40746400,5228,42
TFSM_DPC,TFSM_DPC,834,1376,6247,300,37667,93899,0.5988562178510953,0.40114378214890467,0.7999359795134443,0.7086381041385341,0.0008887366632320182,36005.762766127744,2.0494637425964464,5.764570852372997,1.6776924171290368,2217,26025,39,0,0,40135600,6247,42
DST_WOA,DST_WOA,818,1955,4814,300,39402,101190,0.610613697005633,0.38938630299436705,0.8078429468505212,0.7300755519743769,0.0008087043644322202,51340.25758205235,2.0621105110095557,8.849390666112729,1.219605748689066,1494,23831,42,0,0,42477600,4814,42
TRAIL,TRAIL,665,1155,5502,765,38515,103251,0.6269769784312016,0.3730230215687984,0.8489712061295106,0.7666829975736226,0.0007720064924480879,47063.61323155216,1.8998545983278807,10.582967219076815,1.0453225407810183,1349,19097,50,0,0,43408800,5502,42
SHEER,SHEER,1347,1371,9622,300,38906,97418,0.6006282206573734,0.3993717793426266,0.7919742958709325,0.7060547390882602,0.0008540338521147014,24324.256911245062,1.646850966535024,4.360629658223715,1.0,3244,23933,41,0,0,42053000,9622,43
ACTAR,ACTAR,868,1056,7259,300,37921,95475,0.6028174914899188,0.3971825085100812,0.791413281440039,0.7011656422519345,0.0008683911770283048,31714.561234329798,1.8386830141892823,4.295728947316629,1.6194356604232547,2706,28547,30,0,0,40866000,7259,43
TFSM_DPC,TFSM_DPC,777,1379,7016,300,36302,92507,0.6075756429243192,0.3924243570756808,0.8018147851614625,0.7174576168039437,0.0008869068217408611,32043.899657924743,1.9181870011402509,5.262535386031681,1.7018948492127035,2554,25468,41,0,0,39701600,7016,43
DST_WOA,DST_WOA,774,1773,7691,300,38549,99474,0.6124716006192573,0.3875283993807427,0.8151661879359868,0.7326208665614905,0.0008202491899234835,31686.386685736576,1.659862176570017,5.943652754301564,1.2180549856380796,2408,23307,41,0,0,42359400,7691,43
TRAIL,TRAIL,627,1120,11369,811,36129,99716,0.6376810140799871,0.3623189859200129,0.8596096686429616,0.7780788342983517,0.0007858384950419242,22372.064385609992,1.4212331779400122,5.38574120920587,1.0532813310896882,3114,17520,50,0,0,43131800,11369,43
SHEER,SHEER,1341,1364,7271,300,38983,98194,0.6030001833105892,0.39699981668941076,0.7858843795916299,0.7059713564417116,0.0008440369371808929,32573.78627424013,1.9085407784348782,5.028111840252537,1.0,2646,24102,41,0,0,42066400,7271,44
ACTAR,ACTAR,831,1016,5563,300,37900,95847,0.6045781297275866,0.3954218702724134,0.7889278133466788,0.7052455476456836,0.0008625102086761313,41666.00754988316,2.0350530289412188,5.581764156809095,1.6096778090323918,2078,28474,30,0,0,40611400,5563,44
TFSM_DPC,TFSM_DPC,741,1239,5599,300,36585,93520,0.6088002566295979,0.3911997433704021,0.7979450250285414,0.7195559429085684,0.000876988299133296,40675.120557242364,2.0862654045365243,6.692641607359835,1.6675507157284624,2008,25432,40,0,0,39759600,5599,44
DST_WOA,DST_WOA,662,1700,6499,300,39021,98711,0.604694512263071,0.395305487736929,0.8137376444965656,0.7158533970939897,0.0008372630645252011,36737.959686105554,1.8256654869979998,6.066402523465149,1.231244764617189,2034,24982,38,0,0,41893400,6499,44
TRAIL,TRAIL,636,1097,5973,729,38741,102962,0.6237349701831744,0.37626502981682564,0.853210009187026,0.7607798129634512,0.0007780889543454129,43007.533902561525,1.7974217311233887,9.802009003980375,1.047523395773968,1478,19321,50,0,0,43355000,5973,44
SHEER,SHEER,1308,1328,9415,300,39006,96382,0.595297877196987,0.404702122803013,0.7783916620189626,0.6954522145543102,0.0008710614228006827,24376.420605416886,1.6926181625066383,3.9906537187365667,1.0,3348,24724,35,0,0,41758400,9415,45
ACTAR,ACTAR,873,1035,6865,300,39025,96177,0.5942377075600196,0.4057622924399804,0.7775405935050392,0.6937033232479491,0.0008744858344602514,33300.509832483614,1.8537509104151493,4.759850408149752,1.6021661534154534,2626,30108,30,0,0,40617600,6865,45
TFSM_DPC,TFSM_DPC,679,1316,7793,300,36951,92399,0.6000930746003744,0.3999069253996256,0.7947626605107488,0.7067816021163238,0.0009012789124750947,28460.413191325548,1.8209931990247659,4.7729730027304775,1.7054898283076034,2848,26811,39,0,0,39815400,7793,45
DST_WOA,DST_WOA,795,1838,9186,300,37513,97574,0.6155430749994876,0.38445692500051243,0.8254274820599058,0.7295473005385189,0.0008321248383104176,26153.276725451775,1.5736991073372524,4.710285579505042,1.2436189873628478,2975,24584,35,0,0,41945600,9186,45
TRAIL,TRAIL,646,1028,10875,774,36687,100126,0.6335916744901424,0.3664083255098576,0.8572486955973455,0.771427424385432,0.0007877218304261777,23333.885057471263,1.4274942528735632,5.61187477732995,1.0662999101499078,2945,18183,50,0,0,43169000,10875,45
SHEER,SHEER,1327,1345,9359,300,39539,95682,0.5867665809661169,0.4132334190338831,0.7767664713321341,0.6812203535471065,0.0008900709922893077,23995.298643017417,1.7428144032482102,3.4666603066058164,1.0,3357,25821,35,0,0,41546600,9359,46
ACTAR,ACTAR,874,1042,5892,300,38117,94635,0.5972209013578486,0.40277909864215145,0.7881205987473018,0.6911941742276788,0.0008842680979238016,38369.31432450781,2.03377460964019,4.867163035162015,1.6131144060299374,2376,28527,28,0,0,40252400,5892,46
TFSM_DPC,TFSM_DPC,670,1268,8129,300,35528,89392,0.6025595131555397,0.3974404868444603,0.7995878508837071,0.7075179565827381,0.0009180055003402496,26504.613113544103,1.7934555295854349,4.229463785490685,1.729373978909847,2905,25205,35,0,0,38248000,8129,46
DST_WOA,DST_WOA,723,1712,8386,300,38667,97151,0.6019907154841433,0.3980092845158567,0.8239689487723137,0.7134973120268349,0.0008544129222616406,27896.01717147627,1.595635583114715,5.141320852214006,1.2292592845906574,2573,24647,36,0,0,41550800,8386,46
TRAIL,TRAIL,639,1182,9926,727,36880,99680,0.630016051364366,0.369983948635634,0.8544904458598727,0.7677155186233728,0.0007957964140298312,25307.27382631473,1.4484182953858553,6.195076100623476,1.077468152866242,2717,18332,50,0,0,42761800,9926,46
SHEER,SHEER,1378,1399,11148,300,37620,95945,0.60790035958101,0.39209964041899004,0.8007201028718388,0.7147087421241648,0.0008568033977058578,20927.52063150341,1.5778614998205955,3.7312867351820542,1.0,3611,22805,41,0,0,41911600,11148,47
ACTAR,ACTAR,895,1075,6528,300,37792,94685,0.6008660294661246,0.39913397053387545,0.7830840349427873,0.6970442509021798,0.0008784517565989429,34860.9068627451,1.9745710784313726,4.359706118874314,1.6156469161408258,2594,29288,26,0,0,40321000,6528,47
TFSM_DPC,TFSM_DPC,733,1460,6126,300,36292,90950,0.6009675645959318,0.3990324354040682,0.7998097259321599,0.7092924378766559,0.0009043175673035129,35689.193601044724,2.079333986287953,5.796328369079276,1.663013648505251,2265,25070,44,0,0,38948400,6126,47
DST_WOA,DST_WOA,725,2045,7368,300,37374,97794,0.6178293146818823,0.3821706853181177,0.8277391592188017,0.7366856985846565,0.0008245066446317303,32801.30293159609,1.72557003257329,5.985841929062615,1.2030950016550812,2199,22540,43,0,0,41682600,7368,47
TRAIL,TRAIL,706,1209,10402,745,36356,99121,0.6332159683619011,0.3667840316380989,0.8605432964231657,0.7716088000874537,0.0007962601858536093,24135.74312632186,1.4779850028840607,5.769696424407058,1.0625667171194138,2773,17875,50,0,0,42745200,10402,47
SHEER,SHEER,1249,1272,10256,300,36724,95280,0.6145675902602855,0.3854324097397145,0.8018478038117358,0.7188794967679013,0.0008535124010671403,22837.753510140406,1.5652301092043681,4.1057022370180505,1.0,3495,22563,38,0,0,41331000,10256,48
ACTAR,ACTAR,837,1002,8544,300,37072,93951,0.6054113314387287,0.3945886685612713,0.7951440777791452,0.7040807734822857,0.0008786700660354836,26628.74531835206,1.7044709737827715,3.6643661611094918,1.6260658591044146,3202,28333,26,0,0,40500200,8544,48
TFSM_DPC,TFSM_DPC,709,1285,6378,300,36282,91089,0.6016862628857491,0.3983137371142509,0.7975806010181181,0.7095387697437393,0.0008959980481078274,34372.5305738476,1.9731890874882407,5.756667989738931,1.6998011202948529,2383,25841,41,0,0,38966400,6378,48
DST_WOA,DST_WOA,690,1733,7106,300,37540,98233,0.617847362902487,0.382152637097513,0.8069629117031618,0.7329025304216485,0.0008234151482438687,34164.36813960034,1.7070081621165212,6.21471526409607,1.2563557576656286,2316,23868,39,0,0,41736800,7106,48
TRAIL,TRAIL,694,976,10581,844,36251,98968,0.6337098860237652,0.3662901139762348,0.858650764545498,0.7694501108560504,0.0007967773327087465,23709.290237217654,1.4398450051979965,5.67686306796824,1.053749382145192,2854,18176,50,0,0,42662000,10581,48
